iter	Logloss
0	0.6328313516
1	0.5832148933
2	0.5445851256
3	0.5131596912
4	0.4768206388
5	0.4424100455
6	0.4201704623
7	0.3979709546
8	0.3731296094
9	0.3516654952
10	0.334185993
11	0.3148724276
12	0.2986405012
13	0.2859459214
14	0.2743120712
15	0.2614770193
16	0.2494887098
17	0.2398689933
18	0.2266904285
19	0.2185581974
20	0.2093848301
21	0.2024776416
22	0.1951058797
23	0.1892388605
24	0.183990322
25	0.1781952853
26	0.1727909202
27	0.1682977872
28	0.1642737926
29	0.1597533024
30	0.1549028882
31	0.1517114825
32	0.1458123112
33	0.1419175261
34	0.1390339414
35	0.1350039802
36	0.1315470898
37	0.127926871
38	0.1248186859
39	0.1226877123
40	0.12073303
41	0.1187586402
42	0.1168436234
43	0.1130892946
44	0.1115773338
45	0.109681851
46	0.1079495997
47	0.1060310962
48	0.1044653556
49	0.1014364204
50	0.09920616846
51	0.09725795676
52	0.09517106694
53	0.09351673042
54	0.09189637149
55	0.09002988341
56	0.08851396754
57	0.08640103918
58	0.08526207792
59	0.08348712916
60	0.08261203149
61	0.08130113186
62	0.07978854993
63	0.07790188892
64	0.07668903421
65	0.07521843315
66	0.07421063368
67	0.07344578134
68	0.07236573252
69	0.07177335097
70	0.0708804988
71	0.0703068137
72	0.0695273573
73	0.0684946461
74	0.06776149668
75	0.06692893388
76	0.06578230836
77	0.0648568017
78	0.06430292184
79	0.06367212837
80	0.06322067349
81	0.06271836276
82	0.06218979646
83	0.06108800698
84	0.06026876313
85	0.05965949263
86	0.05910027748
87	0.05811370484
88	0.0572373992
89	0.05641772235
90	0.05562089055
91	0.05530820345
92	0.05480420965
93	0.05436081615
94	0.05378922141
95	0.05335177951
96	0.05280518035
97	0.05204497924
98	0.05159935624
99	0.05125003999
100	0.05050661198
101	0.05012438206
102	0.04964650917
103	0.04910391144
104	0.04861183195
105	0.04832773075
106	0.04798940701
107	0.04727253215
108	0.04679508799
109	0.04589560139
110	0.04512015217
111	0.04489480697
112	0.04438311823
113	0.04404814899
114	0.04378194019
115	0.04344617455
116	0.0431991419
117	0.04287792498
118	0.04231312084
119	0.04199675447
120	0.04174298844
121	0.0411627475
122	0.0408322796
123	0.04042190083
124	0.03981856864
125	0.03959349708
126	0.03923620546
127	0.03901552902
128	0.03874762557
129	0.03845849005
130	0.0381339752
131	0.03748839395
132	0.03728168274
133	0.03710830285
134	0.03681454511
135	0.0362710624
136	0.03593942638
137	0.03554162059
138	0.03525339409
139	0.03488982281
140	0.03461652966
141	0.03401908396
142	0.03362541892
143	0.03321920813
144	0.03294310059
145	0.03272782663
146	0.03214484419
147	0.03183889963
148	0.03164328728
149	0.03130918332
150	0.03104140947
151	0.03072941917
152	0.03054489265
153	0.03007154869
154	0.02983873609
155	0.02959061602
156	0.02935549278
157	0.02914961511
158	0.02881440748
159	0.02871102519
160	0.02853015802
